id,original_amount,txn_date,plaid_category,plaid_dirty_name
19525,6.18,2018-12-31,"['Food and Drink', 'Restaurants']",DUNKIN #351945 Q35 BERNARDSTON MA 12/28
14810,3.99,2019-08-20,"['Shops', 'Supermarkets and Groceries']",ELIZABAR'S FARM TO
42615,26.62,2020-11-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
42461,8.41,2019-05-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
46063,5.0,2018-02-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
56784,10.69,2019-07-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
25265,59.88,2019-05-25,"['Shops', 'Beauty Products']",Sephora
3280,87.22,2019-11-20,"['Transfer', 'Debit']",ALLY CASHBACK
9847,49.86,2019-06-09,"['Shops', 'Pets']",CHEWY.COM
49263,1.99,2019-03-29,"['Food and Drink', 'Restaurants']",White Castle
105489,2.17,2020-09-30,"['Travel', 'Gas Stations']",QuikTrip
97310,6.56,2020-12-10,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/10
68133,1.79,2020-05-21,"['Shops', 'Discount Stores']",Dollar General
44706,34.0,2017-05-18,"['Bank Fees', 'Insufficient Funds']",Metropolitan Transportation Authority
36924,14.0,2019-11-12,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
44995,3.0,2016-11-15,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
33999,4.87,2020-04-13,"['Travel', 'Gas Stations']",MARATHON PETRO3901 04-12 ERLANGE
59601,86.88,2020-01-17,"['Service', 'Insurance']",State Farm
32468,10.0,2019-08-27,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
50939,10.78,2020-10-30,['Service'],"WIX*Wix.Com, In"
49273,15.87,2019-03-23,"['Shops', 'Clothing and Accessories']",T.J.Maxx
14510,20.98,2019-09-23,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
83018,9.98,2020-09-05,"['Travel', 'Gas Stations']",QuikTrip
44773,10.0,2017-03-28,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
73919,20.0,2020-05-26,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/25
16926,4.0,2020-09-01,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 08/31
89136,3.5,2019-05-06,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 05/01
32416,5.0,2019-09-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
18295,16.63,2019-11-19,"['Shops', 'Pharmacies']",Duane Reade
33001,5.0,2019-01-16,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
24678,207.9,2020-11-04,"['Shops', 'Beauty Products']",Sephora
89264,3.0,2019-04-01,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 03/29
72694,20.0,2020-10-21,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/20
49042,5.3,2019-07-14,"['Food and Drink', 'Restaurants']",Smoothie King
124466,6.8,2019-05-13,"['Shops', 'Beauty Products']",Sephora
76270,9.26,2020-07-31,"['Shops', 'Discount Stores']",Dollar General
14849,13.96,2019-08-19,"['Travel', 'Gas Stations']",Sheetz
14887,6.44,2019-08-14,"['Travel', 'Gas Stations']",Sheetz
81276,94.23,2020-04-10,"['Shops', 'Beauty Products']",Sephora
98611,10.0,2019-12-24,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 12/23
100308,13.67,2021-01-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
45913,5.0,2018-04-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
43219,79.66,2017-07-06,"['Transfer', 'Debit']",ALLY CASHBACK
67220,41.34,2019-07-04,"['Shops', 'Beauty Products']",Sephora
59609,12.44,2020-01-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
76659,12.99,2020-01-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
68615,18.24,2020-12-14,"['Food and Drink', 'Restaurants']",PANDA EXPRES
33745,2.52,2020-06-19,"['Travel', 'Gas Stations']",MARATHON PETRO1207 06-18 FORT
53555,7.4,2019-07-11,"['Shops', 'Clothing and Accessories']",T.J.Maxx
13362,1.45,2020-02-14,"['Shops', 'Pharmacies']",Duane Reade
14074,47.0,2019-11-27,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
103379,2.23,2020-03-16,"['Shops', 'Discount Stores']",Dollar General
104000,3.87,2019-07-10,"['Shops', 'Discount Stores']",Dollar General
100570,210.68,2021-01-11,"['Shops', 'Beauty Products']",Sephora
15712,27.19,2019-05-07,"['Shops', 'Pharmacies']",Duane Reade
46930,36.08,2020-11-28,"['Shops', 'Clothing and Accessories']",T.J.Maxx
122574,20.44,2020-12-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
98856,10.0,2019-10-28,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 10/25
3964,1075.68,2018-11-27,"['Transfer', 'Debit']",ALLY CASHBACK
90742,30.89,2020-12-23,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 4057 FRANKLIN PAR
18842,10.87,2019-07-08,"['Shops', 'Pharmacies']",Duane Reade
57333,30.31,2019-01-07,"['Travel', 'Gas Stations']",QuikTrip
79347,28.08,2020-07-29,"['Shops', 'Pharmacies']",Duane Reade
2315,40.84,2019-06-14,"['Shops', 'Clothing and Accessories']",T.J. Maxx
1301,3.5,2019-11-27,['Food and Drink'],PepsiCo
121224,46.59,2019-10-11,"['Shops', 'Supermarkets and Groceries']",JEWEL OSCO 309 10/11 PURCHASE ALSIP IL DEBIT CARD *0044
72800,100.0,2020-10-09,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/08
64966,2.0,2020-12-10,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
96270,46.8,2019-04-30,"['Travel', 'Gas Stations']",Sheetz
14848,5.88,2019-08-19,"['Travel', 'Gas Stations']",Sheetz
36016,18.51,2020-05-22,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3678,1328.62,2019-05-28,"['Transfer', 'Debit']",ALLY CASHBACK
121188,163.83,2019-10-23,"['Shops', 'Department Stores']",ROSS STORES #1 10/23 PURCHASE CRESTWOOD IL DEBIT CARD *0044
55220,20.08,2020-09-15,"['Service', 'Food and Beverage']",DOORDASH*CHICK-FIL WWW.DOORDASH.
65458,8.56,2020-07-02,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
98695,10.0,2019-12-09,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 12/06
80843,124.02,2020-12-18,"['Service', 'Insurance']",State Farm
32818,5.0,2019-04-10,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
39916,20.2,2019-01-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
94276,20.85,2020-09-14,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
77294,9.31,2018-12-24,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
34667,22.16,2020-05-28,"['Travel', 'Gas Stations']",MARATHON PETRO120741
94613,6.0,2021-01-04,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
104177,24.65,2019-03-29,"['Travel', 'Gas Stations']",MARATHON PETRO2197 03-28 MURRAY
1386,1.75,2019-10-23,['Food and Drink'],PepsiCo
120364,12.77,2020-06-15,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
97482,19.73,2020-10-26,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/25
99734,11.6,2019-03-18,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
14073,4.0,2019-11-27,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
63231,48.12,2019-12-02,"['Shops', 'Clothing and Accessories']",T.J.Maxx
122412,15.93,2021-01-31,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
97347,4.59,2020-12-01,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/01
14066,8.57,2019-12-02,"['Travel', 'Gas Stations']",Sheetz
45532,11.58,2018-08-22,"['Food and Drink', 'Restaurants']",Chick-fil-A
78486,24.92,2020-11-11,"['Service', 'Shipping and Freight']",UPS
97725,11.78,2020-09-09,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 09/09
73968,10.0,2020-05-18,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 05/16
73730,10.0,2020-06-22,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/19
3483,200.0,2019-08-19,"['Transfer', 'Debit']",ALLY CASHBACK
19511,13.6,2019-01-04,"['Shops', 'Pharmacies']",Duane Reade
1839,2.25,2018-10-09,['Food and Drink'],PepsiCo
86440,8.24,2019-02-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
35773,7.08,2020-07-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
29449,34.41,2020-10-05,"['Shops', 'Discount Stores']",Dollar Tree
34787,9.0,2020-11-06,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
97323,8.17,2020-12-07,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 12/06
38113,20.31,2020-07-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
76746,13.26,2019-11-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
119858,14.08,2020-09-02,"['Service', 'Insurance']",State Farm
53138,2.0,2020-12-03,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
32652,5.0,2019-06-20,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
63397,107.97,2019-08-09,"['Shops', 'Clothing and Accessories']",T.J.Maxx
43607,13.1,2018-07-12,"['Shops', 'Pharmacies']",Duane Reade
44420,4.36,2017-08-25,"['Shops', 'Beauty Products']",Sephora
94777,54.7,2020-12-12,"['Shops', 'Discount Stores']",Dollar Tree
76153,108.0,2020-11-09,['Service'],"Debit Purchase -visa 11/04 card 6332 Wix.com, Inc."
88625,1.0,2019-09-23,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/20
53673,10.48,2019-02-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
23493,47.49,2019-12-24,"['Shops', 'Beauty Products']",ULTA #213 BALTIMORE MD 12/24
106024,20.94,2020-12-28,"['Travel', 'Gas Stations']",QuikTrip
119836,8.8,2020-09-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
54096,10.5,2020-06-01,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 05/30
67950,5.41,2020-08-09,"['Shops', 'Discount Stores']",Dollar Tree
43213,92.69,2017-08-01,"['Transfer', 'Debit']",ALLY CASHBACK
14877,10.0,2019-08-14,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
121327,21.06,2019-09-03,"['Travel', 'Gas Stations']",MARATHON PETRO236 09/02 PURCHASE KENTWOOD MI DEBIT CARD *0044
32693,5.0,2019-06-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
45083,13.05,2016-10-11,"['Shops', 'Pharmacies']",Duane Reade
98002,5.77,2020-06-26,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 06/26
16886,4.0,2020-09-09,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 09/08
97415,14.69,2020-11-16,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
27240,37.8,2020-03-01,"['Shops', 'Discount Stores']",Dollar Tree
86026,17.68,2019-07-09,"['Service', 'Shipping and Freight']",UPS
20908,49.99,2020-01-28,"['Food and Drink', 'Restaurants']",Hover.Com
97474,6.9,2020-10-30,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/29
69484,1.82,2019-02-12,"['Shops', 'Supermarkets and Groceries']",Jewel-Osco
53287,6.78,2020-08-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
56657,26.04,2019-08-27,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
28628,15.0,2019-04-28,"['Travel', 'Gas Stations']",Cumberland Farms
69915,7.43,2020-09-06,"['Shops', 'Clothing and Accessories']",Withdrawal Debit T J MAXX # / 1123
36892,17.0,2019-11-18,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
126671,15.26,2020-09-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
31990,61.61,2020-03-14,"['Shops', 'Pets']",CHEWY.COM FL PMT-ZJKVEC0OJG
38792,6.08,2019-10-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
111402,39.25,2018-08-24,"['Service', 'Shipping and Freight']",UPS
13169,37.02,2020-03-16,"['Shops', 'Beauty Products']",Sephora
121536,108.47,2019-06-24,"['Service', 'Insurance']",State Farm
97668,3.29,2020-09-21,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 09/20
53318,28.56,2020-06-17,"['Shops', 'Discount Stores']",Dollar Tree
9947,50.82,2019-03-29,"['Shops', 'Pets']",CHEWY.COM
112828,39.05,2021-01-24,"['Shops', 'Clothing and Accessories']",T.J.Maxx
50569,10.89,2019-07-03,"['Shops', 'Beauty Products']",Sephora
100284,25.0,2021-01-08,"['Food and Drink', 'Restaurants']",Chick-Fil-A
9259,68.41,2020-05-09,"['Shops', 'Pets']",CHEWY.COM
1372,2.25,2019-10-30,['Food and Drink'],PepsiCo
60201,98.68,2018-12-19,"['Service', 'Insurance']",State Farm
88354,20.0,2019-11-25,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 11/22
45342,5.0,2018-10-31,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
120019,8.67,2020-08-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
86325,35.88,2019-03-31,"['Shops', 'Digital Purchase']",Audible
63852,20.0,2020-10-26,"['Travel', 'Gas Stations']",QuikTrip
89475,30.49,2019-02-01,"['Shops', 'Beauty Products']",Sephora
88080,26.0,2020-01-09,"['Travel', 'Parking']",SPOTHERO 844-356-805 HTTPSSPOTHERO IL 01/08
83258,2.52,2020-03-18,"['Shops', 'Clothing and Accessories']",Ross Dress for Less
15784,10.0,2019-04-26,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
3103,343.56,2020-02-10,"['Transfer', 'Debit']",ALLY CASHBACK
32562,10.0,2019-07-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
89291,163.93,2019-03-26,"['Service', 'Insurance']",State Farm
119478,8.8,2020-12-14,"['Food and Drink', 'Restaurants', 'Fast Food']",Panda Express
27809,4.03,2019-10-15,"['Travel', 'Gas Stations']",Cumberland Farms
73687,10.0,2020-06-29,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 06/27
79402,53.33,2020-07-20,"['Shops', 'Pharmacies']",Duane Reade
33965,17.0,2020-04-23,"['Travel', 'Gas Stations']",MARATHON PETRO1595 04-21 FLORENC
1873,1.75,2018-09-14,['Food and Drink'],PepsiCo
64849,10.55,2020-05-04,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
76701,11.45,2019-12-16,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
54419,139.13,2019-10-18,"['Service', 'Insurance']",State Farm
21973,45.49,2020-03-29,"['Shops', 'Pets']",CHEWY INC
110110,14.1,2019-10-18,"['Service', 'Shipping and Freight']",UPS
59566,20.0,2020-02-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
15418,4.0,2019-06-17,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
42670,558.68,2018-09-07,"['Transfer', 'Debit']",ALLY CASHBACK
41192,23.23,2020-05-29,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
63334,5.51,2019-09-20,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
87181,19.03,2020-09-16,"['Shops', 'Clothing and Accessories']",T J MAXX 35 FITZGERAL YONKERS NY 09/16
59473,174.55,2020-04-17,"['Service', 'Insurance']",State Farm
97167,8.95,2021-01-07,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
54690,5.04,2019-04-18,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
103499,9.26,2020-01-24,"['Shops', 'Discount Stores']",Dollar General
73885,20.0,2020-05-29,"['Service', 'Personal Care']",GLOBALPOK GOLD COIN gp@vgw.co 05/28
88533,82.75,2019-10-15,"['Shops', 'Beauty Products']",Sephora
46043,5.0,2018-02-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
97553,9.24,2020-10-13,"['Travel', 'Gas Stations']",FOOD SMAR 2901 W ARMIT CHICAGO IL 10/13
125482,13.57,2020-06-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
88479,136.36,2019-10-24,"['Service', 'Insurance']",State Farm
76352,21.37,2020-06-25,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
82674,86.92,2019-03-26,"['Shops', 'Beauty Products']",Sephora
59278,7.47,2020-07-29,"['Shops', 'Discount Stores']",Dollar Tree
57395,15.15,2018-12-21,"['Travel', 'Gas Stations']",QuikTrip
35672,17.73,2020-07-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
126963,154.0,2020-04-27,"['Service', 'Insurance']",State Farm
32308,5.0,2019-10-23,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
97227,14.69,2020-12-28,"['Food and Drink', 'Restaurants', 'Fast Food']",White Castle
39906,17.04,2019-01-28,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
21638,4.58,2018-12-18,"['Food and Drink', 'Restaurants']",Hover.Com
103109,9.42,2020-07-28,"['Shops', 'Discount Stores']",Dollar General
25991,49.71,2020-11-16,"['Shops', 'Convenience Stores']",Cumberland Farms
53494,6.18,2019-09-05,"['Shops', 'Discount Stores']",Dollar Tree
96438,16.24,2021-01-04,"['Shops', 'Digital Purchase']",Audible
94677,10.0,2021-01-04,"['Shops', 'Digital Purchase']",POS DEBIT GLOBALPOK GOLD COINS TA XBIEX
99133,10.0,2019-08-12,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 08/10
33087,5.0,2018-12-04,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
77118,11.82,2019-05-09,"['Shops', 'Discount Stores']",Dollar General
65447,2.13,2020-07-10,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
34959,8.28,2020-10-13,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
46935,10.87,2020-11-28,"['Shops', 'Beauty Products']",ULTA # 486
45489,5.0,2018-09-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
31803,17.83,2020-06-19,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
124524,4.97,2019-04-22,"['Food and Drink', 'Restaurants']",Tropical Smoothie Cafe
27267,59.73,2020-02-24,"['Shops', 'Convenience Stores']",Cumberland Farms
53498,12.27,2019-09-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
83150,6.32,2020-07-13,"['Shops', 'Discount Stores']",Dollar Tree
99395,5.0,2019-06-06,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 06/05
64959,11.53,2020-12-10,"['Shops', 'Pharmacies']",POS DEBIT JEWEL OSCO 3474
84737,9.26,2020-12-21,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
3322,686.44,2019-11-04,"['Transfer', 'Debit']",ALLY CASHBACK
10026,55.9,2019-02-12,"['Shops', 'Pets']",CHEWY.COM
39306,16.24,2019-07-05,"['Shops', 'Digital Purchase']",Audible
60138,98.68,2019-01-17,"['Service', 'Insurance']",State Farm
45729,5.0,2018-06-20,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
63111,20.17,2020-02-14,"['Travel', 'Gas Stations']",MARATHON OIL 076000
73231,10.0,2020-08-24,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 08/21
33701,1.47,2020-07-03,"['Travel', 'Gas Stations']",MARATHON PETRO1207 07-02 FORT
49126,15.98,2019-06-18,"['Shops', 'Clothing and Accessories']",T J Maxx 250 W 57 Th S
96095,4.15,2019-07-05,"['Service', 'Shipping and Freight']",UPS
32951,5.0,2019-02-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
39646,9.39,2019-04-15,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
54605,143.81,2019-06-19,"['Service', 'Insurance']",State Farm
58636,12.96,2019-05-27,"['Travel', 'Gas Stations']",QuikTrip
65825,8.55,2019-09-03,"['Shops', 'Digital Purchase']",Audible
32574,10.0,2019-07-22,"['Travel', 'Public Transportation Services']",VENTRA VENDING 07902
3230,337.1,2019-12-10,"['Transfer', 'Debit']",ALLY CASHBACK
43881,10.0,2018-03-19,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
34976,67.1,2020-10-13,"['Shops', 'Beauty Products']",ULTA
32384,10.0,2019-09-29,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
17188,4.0,2020-07-13,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 07/10
15419,11.5,2019-06-17,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
26164,47.34,2020-10-16,"['Shops', 'Convenience Stores']",Cumberland Farms
44440,10.0,2017-08-21,"['Travel', 'Public Transportation Services']",Metropolitan Transportation Authority
45356,5.0,2018-10-25,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
51898,45.0,2019-11-20,['Service'],WIX.COM*5492090
98982,10.0,2019-09-20,"['Travel', 'Public Transportation Services']",VENTRA MOBILE IL 09/19
100228,3.82,2021-01-08,"['Travel', 'Gas Stations']",MARATHON PETRO162255 CARRABE
35261,18.87,2020-09-08,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
19655,4.24,2018-11-14,"['Shops', 'Pharmacies']",Duane Reade
59504,86.88,2020-03-18,"['Service', 'Insurance']",State Farm
78961,48.6,2020-10-19,"['Shops', 'Pharmacies']",Duane Reade
45152,4.33,2016-09-06,"['Food and Drink', 'Restaurants']",DUNKIN #331707 Q35 BROOKLYN NY 09/02
72850,100.0,2020-10-05,"['Shops', 'Digital Purchase']",GLOBALPOK GOLD COINS TA XBIEX 10/03
106004,15.21,2021-01-03,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
17298,4.0,2020-06-25,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 06/24
80024,4.29,2020-01-21,"['Shops', 'Clothing and Accessories']",T J MAXX 3219 ROLLING
21627,49.99,2018-12-22,"['Food and Drink', 'Restaurants']",Hover.Com
118268,2.0,2021-01-28,"['Travel', 'Parking']",POS DEBIT NYCDOT PARKING METERS
88370,3.0,2019-11-21,"['Travel', 'Parking']",NYCDOT PARKING METERS LONG IS CITY NY 11/20
118858,10.89,2021-01-07,"['Shops', 'Clothing and Accessories']",ROSS STORES #1892 HOMEWOOD IL 01/07
83211,6.8,2020-05-29,"['Travel', 'Gas Stations']",QuikTrip
9367,53.13,2020-02-28,"['Service', 'Shipping and Freight']",UPS
37923,19.42,2020-10-01,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
108036,3.0,2019-08-09,"['Travel', 'Public Transportation Services']",VENTRA VENDING 03002
96104,36.59,2019-07-01,"['Travel', 'Gas Stations']",Sheetz
14132,14.0,2019-11-19,"['Shops', 'Supermarkets and Groceries']",ADEN FOOD MARKET
67990,23.2,2020-07-27,"['Food and Drink', 'Restaurants', 'Fast Food']",Chick-fil-A
95087,12.83,2020-09-01,"['Service', 'Insurance']",State Farm
82731,116.6,2019-03-07,"['Shops', 'Beauty Products']",Sephora
39408,29.9,2019-06-12,['Service'],WIX.COM*459071141 NY 06/11
32606,5.0,2019-07-11,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
32794,5.0,2019-04-22,"['Travel', 'Public Transportation Services']",VENTRA MOBILE
